name,year,month,day,hour,lat,long,status,category,wind,pressure,tropicalstorm_force_diameter,hurricane_force_diameter,hurricane_class
               Fran,1996,9,1,60,21.9,-62.6,hurricane,1.0,65,982,229,52,0
              Laura,2020,8,26,0,24.9,-88.9,hurricane,1.0,75,983,230,80,0
             Helene,2024,9,26,60,23.6,-86.5,hurricane,1.0,75,970,480,60,0
            Marilyn,1995,9,18,12,26.1,-69.5,hurricane,2.0,85,966,220,67,0
              Joyce,2000,9,28,0,12.4,-41.3,hurricane,1.0,75,976,128,30,0
               Kate,1985,11,20,18,26.0,-86.0,hurricane,3.0,105,955,370,143,1
              Oscar,2018,10,30,12,29.0,-58.0,hurricane,2.0,85,971,150,30,0
               Kate,2003,10,2,18,29.9,-44.7,hurricane,1.0,80,976,253,66,0
             Jeanne,1998,9,26,60,20.8,-40.0,hurricane,1.0,70,983,226,57,0
          Josephine,1990,10,5,60,30.7,-40.5,hurricane,1.0,65,986,225,51,0
              Maria,2017,9,21,18,20.5,-69.5,hurricane,3.0,105,960,250,100,1
               Iota,2020,11,17,0,13.6,-83.0,hurricane,4.0,130,918,310,70,1
             Andrew,1992,8,24,90,25.5,-80.3,hurricane,5.0,145,922,329,135,1
              Cindy,1999,8,27,0,26.4,-53.1,hurricane,1.0,80,978,236,66,0
              Greta,1978,9,17,12,15.2,-81.6,hurricane,2.0,90,974,213,52,0
               Opal,1995,10,2,18,21.2,-92.3,hurricane,1.0,65,972,217,50,0
              Diana,1984,9,12,60,34.0,-77.4,hurricane,2.0,95,963,197,61,0
               Luis,1995,8,31,12,14.6,-39.7,hurricane,1.0,80,979,229,51,0
              Beryl,2024,7,4,60,18.3,-80.0,hurricane,3.0,105,965,200,50,1
             Rafael,2024,11,6,0,19.4,-80.0,hurricane,1.0,70,985,130,15,0
           Danielle,1998,9,2,60,34.6,-67.6,hurricane,1.0,75,970,210,60,0
             Gloria,1976,10,2,0,36.4,-51.7,hurricane,1.0,70,993,227,54,0
               Ella,1978,9,4,0,36.2,-68.3,hurricane,3.0,110,962,206,64,1
               Iota,2020,11,15,18,13.2,-78.9,hurricane,1.0,75,974,220,40,0
             Dennis,2005,7,9,18,25.2,-84.2,hurricane,2.0,90,962,325,50,0
            Gonzalo,2014,10,14,18,20.8,-65.5,hurricane,3.0,100,968,150,35,1
             Fabian,2003,8,31,0,17.6,-50.3,hurricane,3.0,110,952,262,75,1
           Humberto,2019,9,18,18,32.5,-67.2,hurricane,3.0,110,950,310,130,1
              Floyd,1999,9,16,63,33.8,-78.0,hurricane,2.0,90,956,205,63,0
              Danny,1985,8,15,16,29.6,-92.7,hurricane,1.0,80,987,212,61,0
            Georges,1998,9,26,0,24.8,-83.3,hurricane,2.0,90,974,325,118,0
              Paula,2010,10,13,60,20.3,-86.0,hurricane,2.0,85,984,95,25,0
               Fred,2015,8,31,12,16.1,-23.3,hurricane,1.0,75,986,130,25,0
            Georges,1980,9,8,60,42.9,-55.1,hurricane,1.0,70,993,399,78,0
            Frances,2004,8,31,0,19.6,-60.7,hurricane,3.0,110,946,290,90,1
               Kate,1985,11,20,60,24.6,-84.5,hurricane,2.0,95,968,342,131,0
             Nicole,2016,10,12,18,28.7,-66.8,hurricane,3.0,105,962,250,60,1
          Gabrielle,1989,9,7,12,29.0,-59.9,hurricane,2.0,95,950,220,66,0
              Irene,1999,10,17,12,31.2,-79.7,hurricane,1.0,65,984,251,55,0
              Katia,2011,9,3,60,18.8,-54.7,hurricane,1.0,65,987,240,30,0
             Jeanne,1998,9,24,60,15.9,-33.4,hurricane,2.0,90,971,195,48,0
              Teddy,2020,9,20,18,28.5,-63.3,hurricane,1.0,80,964,370,120,0
               Earl,2010,9,3,0,33.0,-74.9,hurricane,2.0,90,949,330,120,0
           Florence,1994,11,7,0,33.3,-56.5,hurricane,1.0,65,982,242,52,0
              Felix,2007,9,3,0,13.8,-73.0,hurricane,5.0,150,935,175,45,1
             Bonnie,2022,7,6,0,15.6,-106.4,hurricane,2.0,90,970,160,40,0
              Elena,1985,8,29,12,25.0,-85.0,hurricane,1.0,65,994,223,58,0
             Bonnie,1998,8,22,12,22.3,-69.8,hurricane,1.0,75,980,225,60,0
             Fabian,2003,9,5,12,30.1,-65.3,hurricane,3.0,105,951,225,68,1
            Ophelia,2005,9,9,18,29.8,-78.5,hurricane,1.0,65,983,140,25,0
               Dean,2007,8,20,12,17.8,-81.5,hurricane,4.0,130,926,270,90,1
              Keith,2000,10,2,0,17.8,-87.9,hurricane,3.0,100,959,320,117,1
             Gustav,2008,8,30,0,19.2,-80.0,hurricane,1.0,75,975,240,50,0
              Emily,2005,7,20,60,24.6,-96.9,hurricane,3.0,110,944,230,85,1
          Cristobal,2014,8,27,18,32.3,-71.8,hurricane,1.0,65,984,250,70,0
           Danielle,2010,8,23,18,15.2,-40.9,hurricane,1.0,65,987,105,25,0
               Gert,1993,9,20,18,21.3,-97.0,hurricane,2.0,85,970,236,68,0
                Ike,2008,9,4,12,23.0,-56.4,hurricane,4.0,120,937,200,65,1
            Edouard,1996,8,30,18,28.5,-70.5,hurricane,4.0,120,934,304,105,1
             Bertha,2008,7,8,0,20.6,-52.2,hurricane,3.0,105,955,160,20,1
              Wilma,2005,10,20,0,17.9,-84.0,hurricane,4.0,135,892,350,100,1
             Gladys,1975,9,30,0,24.1,-65.2,hurricane,1.0,80,975,236,67,0
               Ivan,2004,9,6,18,11.3,-54.4,hurricane,2.0,90,969,170,45,0
              Debby,2000,8,22,60,17.5,-61.7,hurricane,1.0,65,993,197,44,0
             Nicole,2016,10,14,12,35.6,-58.9,hurricane,1.0,70,975,480,130,0
            Gilbert,1988,9,13,60,18.5,-79.7,hurricane,4.0,115,952,212,62,1
            Charley,1992,9,25,0,36.1,-33.8,hurricane,2.0,95,967,193,55,0
              Felix,2007,9,3,60,14.0,-75.0,hurricane,5.0,150,930,160,40,1
             Leslie,2018,10,10,18,27.7,-42.2,hurricane,1.0,65,980,370,20,0
               Gert,2017,8,15,12,32.3,-72.1,hurricane,1.0,70,982,150,20,0
             Leslie,2024,10,6,12,13.0,-37.6,hurricane,1.0,80,980,130,15,0
                Eta,2020,11,3,60,14.0,-82.9,hurricane,4.0,130,922,160,40,1
           Humberto,2019,9,16,12,29.8,-76.7,hurricane,1.0,75,979,200,45,0
              Irene,2011,8,23,18,20.7,-71.2,hurricane,1.0,80,977,270,65,0
                Bob,1991,8,19,60,36.5,-74.5,hurricane,3.0,100,950,190,59,1
            Frances,1980,9,18,18,40.0,-46.5,hurricane,1.0,80,972,663,153,0
             Gordon,2006,9,17,0,31.9,-53.8,hurricane,1.0,65,987,190,40,0
            Lorenzo,2019,9,28,0,20.3,-44.2,hurricane,3.0,105,952,400,85,1
              Maria,2005,9,5,0,30.2,-56.5,hurricane,1.0,75,980,150,30,0
               Iris,1995,8,23,18,15.0,-53.4,hurricane,1.0,75,991,172,35,0
               Fran,1996,9,5,0,28.6,-76.1,hurricane,3.0,105,946,213,66,1
          Gabrielle,1989,9,8,60,33.7,-59.6,hurricane,2.0,90,955,200,60,0
           Florence,1994,11,6,18,33.0,-56.9,hurricane,1.0,65,982,244,50,0
               Noel,2007,11,2,60,27.7,-75.6,hurricane,1.0,70,981,370,65,0
              Belle,1976,8,7,18,26.6,-74.2,hurricane,1.0,70,985,217,56,0
               Igor,2010,9,16,0,20.1,-56.0,hurricane,4.0,120,936,420,105,1
               Juan,2003,9,28,0,36.3,-63.6,hurricane,2.0,90,970,190,58,0
            Matthew,2016,9,30,60,14.0,-69.3,hurricane,2.0,85,979,260,55,0
             Nicole,2016,10,12,60,27.6,-66.8,hurricane,2.0,85,973,180,25,0
           Michelle,2001,11,4,23,22.1,-81.2,hurricane,4.0,115,950,311,111,1
               Ivan,1980,10,11,0,42.0,-36.1,hurricane,1.0,75,985,446,102,0
              Laura,2020,8,25,12,23.4,-86.2,hurricane,1.0,65,990,230,40,0
            Georges,1998,9,28,0,29.3,-88.5,hurricane,2.0,95,961,304,112,0
              Larry,2021,9,10,0,34.4,-62.3,hurricane,1.0,80,966,350,110,0
            Gonzalo,2014,10,14,0,18.3,-63.2,hurricane,1.0,80,983,150,30,0
                Ike,2008,9,12,60,26.4,-91.1,hurricane,2.0,90,954,395,165,0
             Bertha,1996,7,8,18,18.6,-64.9,hurricane,1.0,75,978,175,31,0
              Irene,2011,8,25,0,23.5,-75.1,hurricane,2.0,95,952,330,110,0
             Helene,1988,9,21,18,12.4,-39.9,hurricane,1.0,75,983,198,48,0
             Harvey,1981,9,17,18,36.5,-51.3,hurricane,1.0,65,995,226,49,0
              Anita,1977,9,1,12,25.5,-94.7,hurricane,2.0,90,963,330,132,0
           Humberto,1995,8,26,12,20.6,-47.6,hurricane,2.0,85,972,248,61,0
               Kate,2015,11,11,18,37.6,-58.2,hurricane,1.0,65,980,330,40,0
             Gordon,2000,9,17,18,28.0,-83.8,hurricane,1.0,65,985,208,58,0
                Bob,1991,8,18,0,29.7,-77.0,hurricane,1.0,70,980,197,58,0
            Frances,2004,8,30,18,19.4,-59.3,hurricane,3.0,110,948,280,90,1
              Erika,1997,9,11,18,37.1,-51.9,hurricane,1.0,65,988,231,51,0
                Sam,2021,9,29,60,18.6,-55.9,hurricane,4.0,115,952,210,60,1
              Debby,1982,9,19,0,45.3,-53.5,hurricane,2.0,90,970,510,116,0
                Ike,2008,9,11,12,25.5,-88.0,hurricane,2.0,85,946,420,135,0
              Cindy,1999,8,30,0,34.3,-56.3,hurricane,2.0,90,970,202,60,0
              Felix,1989,9,7,0,38.0,-47.8,hurricane,1.0,65,988,218,53,0
               Ivan,2004,9,7,21,11.9,-61.8,hurricane,3.0,110,952,213,65,1
            Alberto,1982,6,3,18,24.0,-83.6,hurricane,1.0,75,985,242,56,0
           Danielle,1998,8,29,0,23.9,-66.9,hurricane,1.0,75,989,229,62,0
             Gordon,2006,9,19,18,37.8,-33.5,hurricane,1.0,75,979,250,60,0
              Delta,2020,10,8,18,24.5,-93.1,hurricane,3.0,100,960,240,50,1
              Laura,2020,8,27,60,29.8,-93.3,hurricane,4.0,130,939,230,80,1
            Edouard,1996,8,26,0,17.0,-50.9,hurricane,4.0,125,936,226,58,1
               Lili,1984,12,21,18,28.5,-52.0,hurricane,1.0,70,980,197,61,0
              Tammy,2023,10,26,60,30.0,-58.3,hurricane,1.0,75,972,300,50,0
          Gabrielle,1989,9,5,60,19.9,-56.5,hurricane,4.0,125,941,340,108,1
             Dorian,2019,8,31,12,25.9,-73.0,hurricane,4.0,125,944,190,50,1
              Barry,2019,7,13,12,29.3,-91.9,hurricane,1.0,65,993,220,40,0
           Hortense,1996,9,13,12,29.0,-70.9,hurricane,3.0,100,948,219,62,1
               Iota,2020,11,16,18,13.5,-82.3,hurricane,4.0,130,918,310,70,1
               Lili,2002,9,30,18,20.0,-80.3,hurricane,1.0,65,984,225,49,0
            Dorothy,1977,9,29,12,42.0,-54.0,hurricane,1.0,65,988,514,106,0
               Kate,2003,10,7,0,38.6,-54.0,hurricane,1.0,65,987,282,44,0
              Wilma,2005,10,21,21,20.6,-86.8,hurricane,4.0,130,927,325,150,1
            Isidore,1990,9,11,60,31.2,-47.4,hurricane,1.0,75,984,232,57,0
               Karl,2004,9,18,18,15.6,-39.7,hurricane,2.0,95,965,210,45,0
             Dorian,2019,9,1,60,26.4,-75.6,hurricane,5.0,145,934,200,50,1
              Henri,1979,9,18,0,20.9,-95.0,hurricane,1.0,65,992,223,52,0
               Erin,1989,8,24,60,33.3,-45.2,hurricane,2.0,85,971,200,58,0
            Frances,2004,8,28,60,16.6,-50.9,hurricane,3.0,100,962,180,40,1
           Humberto,2001,9,27,0,42.2,-54.6,hurricane,1.0,70,987,500,108,0
              Katia,2011,9,1,12,15.3,-46.9,hurricane,1.0,65,988,220,30,0
              Erika,2003,8,16,12,25.2,-97.6,hurricane,1.0,65,988,188,52,0
              Julia,2010,9,16,12,21.8,-37.7,hurricane,2.0,90,970,225,50,0
              Felix,1989,9,5,12,36.3,-48.6,hurricane,1.0,70,982,215,53,0
              Beryl,2024,7,5,12,20.4,-87.6,hurricane,1.0,75,980,140,35,0
              Fiona,2022,9,22,60,26.9,-71.1,hurricane,4.0,115,934,330,105,1
            Isidore,1996,9,27,18,14.9,-42.2,hurricane,2.0,95,963,266,67,0
                Don,2023,7,23,0,40.7,-49.9,hurricane,1.0,65,986,120,15,0
              Isaac,2006,10,1,18,35.2,-60.3,hurricane,1.0,70,987,210,40,0
             Helene,2006,9,24,60,39.5,-40.9,hurricane,1.0,65,964,625,180,0
            Epsilon,2005,12,4,0,34.3,-42.3,hurricane,1.0,65,987,190,25,0
                Ike,2008,9,3,18,21.1,-51.9,hurricane,1.0,75,979,220,30,0
          Gabrielle,1989,9,9,18,38.9,-60.1,hurricane,1.0,65,990,204,55,0
              Maria,2005,9,8,60,37.9,-49.0,hurricane,1.0,65,985,375,135,0
             Isabel,2003,9,10,12,21.1,-50.4,hurricane,4.0,115,948,237,64,1
               Erin,2001,9,14,60,42.0,-58.1,hurricane,1.0,65,987,331,54,0
             Helene,2024,9,27,60,31.3,-83.3,hurricane,1.0,80,957,360,40,0
          Gabrielle,1989,9,8,18,36.4,-59.7,hurricane,1.0,80,970,198,60,0
               Alex,2004,8,4,60,36.8,-72.1,hurricane,1.0,80,973,195,65,0
             Isabel,2003,9,13,60,21.9,-60.1,hurricane,4.0,130,935,221,62,1
               Bill,2009,8,23,18,44.4,-62.5,hurricane,1.0,65,970,425,80,0
              Felix,2007,9,3,18,14.3,-78.7,hurricane,4.0,115,951,140,40,1
             Nadine,2012,9,29,18,33.8,-36.6,hurricane,1.0,70,986,160,25,0
               Irma,2017,9,3,18,17.6,-49.2,hurricane,3.0,100,965,180,45,1
               Luis,1995,9,7,12,22.0,-66.6,hurricane,4.0,115,941,294,110,1
           Humberto,1995,8,31,0,36.0,-41.9,hurricane,1.0,80,970,161,45,0
             Gloria,1979,9,9,0,29.3,-41.7,hurricane,1.0,75,985,155,37,0
               Karl,2004,9,21,12,20.8,-47.8,hurricane,4.0,120,943,450,135,1
               Erin,1989,8,24,0,32.6,-45.6,hurricane,2.0,85,973,213,60,0
             Gustav,2008,9,1,60,27.9,-89.0,hurricane,2.0,95,954,360,100,0
            Alberto,2000,8,11,60,31.1,-58.4,hurricane,1.0,75,979,215,58,0
                Lee,2017,9,26,12,29.9,-53.2,hurricane,2.0,90,976,80,30,0
           Frederic,1979,9,11,0,23.3,-84.0,hurricane,1.0,75,985,251,58,0
          Cristobal,2014,8,26,60,25.6,-72.0,hurricane,1.0,65,989,210,40,0
              Danny,1997,7,19,18,30.4,-87.9,hurricane,1.0,65,986,191,52,0
              Debby,2024,8,5,60,29.1,-83.9,hurricane,1.0,70,980,190,40,0
             Nicole,2016,10,15,0,37.2,-54.2,hurricane,1.0,65,974,510,130,0
               Erin,1989,8,22,12,28.8,-44.5,hurricane,1.0,65,986,256,46,0
               Ivan,2004,9,12,12,18.8,-81.2,hurricane,4.0,135,919,270,125,1
             Gloria,1979,9,10,0,31.5,-45.0,hurricane,1.0,70,989,233,52,0
              Elena,1985,8,31,18,28.8,-84.0,hurricane,2.0,90,974,324,112,0
              Irene,2005,8,17,12,36.9,-59.1,hurricane,1.0,65,987,170,40,0
               Ivan,1998,9,24,0,30.5,-40.9,hurricane,1.0,65,986,242,55,0
               Dean,2007,8,22,16,20.5,-97.0,hurricane,2.0,85,974,274,65,0
          Claudette,1991,9,7,12,27.2,-61.7,hurricane,4.0,115,946,212,65,1
              Tammy,2023,10,22,12,18.7,-62.8,hurricane,1.0,75,990,190,30,0
            Ernesto,2012,8,8,60,18.8,-88.3,hurricane,1.0,80,973,210,30,0
             Dorian,2019,9,1,12,26.5,-76.5,hurricane,5.0,155,927,200,60,1
               Irma,2017,9,10,19,25.9,-81.7,hurricane,3.0,100,936,470,110,1
               Erin,2001,9,10,60,34.2,-64.1,hurricane,3.0,105,969,210,62,1
               Dean,2007,8,22,0,19.7,-92.2,hurricane,1.0,65,979,250,60,0
               Ivan,1998,9,25,60,35.3,-41.9,hurricane,1.0,70,984,249,61,0
          Josephine,1984,10,16,12,39.9,-59.7,hurricane,1.0,65,982,567,112,0
           Danielle,2022,9,2,18,37.9,-43.5,hurricane,1.0,65,985,160,15,0
             Nadine,2012,9,30,12,36.8,-38.3,hurricane,1.0,80,978,160,40,0
            Georges,1998,9,26,12,25.7,-85.1,hurricane,2.0,90,974,350,115,0
               Fran,1996,9,2,12,23.6,-66.7,hurricane,1.0,75,976,236,57,0
             Isabel,2003,9,19,0,36.7,-77.7,hurricane,1.0,65,969,213,62,0
             Gloria,1979,9,7,12,25.6,-38.0,hurricane,1.0,65,990,220,50,0
             Helene,1988,9,23,18,15.3,-46.1,hurricane,4.0,125,938,253,69,1
             Dorian,2019,9,3,18,27.6,-78.6,hurricane,2.0,95,959,260,85,0
            Charley,1992,9,26,18,36.6,-30.6,hurricane,1.0,65,980,235,55,0
               Lili,1990,10,13,60,33.2,-72.5,hurricane,1.0,65,992,263,47,0
              Mitch,1998,10,25,12,16.2,-79.6,hurricane,4.0,115,945,280,80,1
             Alicia,1983,8,17,18,28.1,-94.5,hurricane,2.0,90,974,217,64,0
               Jose,2017,9,13,12,25.8,-65.8,hurricane,1.0,70,981,180,35,0
             Harvey,1981,9,13,18,23.1,-61.4,hurricane,1.0,80,980,220,60,0
              Debby,2000,8,22,0,16.8,-60.1,hurricane,1.0,70,995,214,45,0
               Erin,1995,8,2,61,27.7,-80.3,hurricane,1.0,75,984,202,60,0
               Lili,2002,10,2,20,25.9,-89.9,hurricane,4.0,125,938,335,141,1
           Caroline,1975,8,30,12,23.7,-95.6,hurricane,1.0,65,989,228,56,0
               Igor,2010,9,21,0,39.0,-60.4,hurricane,1.0,65,960,700,135,0
               Alex,2010,7,1,20,24.2,-97.7,hurricane,2.0,95,946,300,65,0
               Luis,1995,9,5,18,18.0,-62.4,hurricane,4.0,115,944,211,65,1
             Bonnie,1992,9,20,0,35.6,-56.6,hurricane,2.0,90,970,195,60,0
             Bonnie,1998,8,28,12,36.7,-74.3,hurricane,1.0,65,990,213,59,0
               Earl,1986,9,18,60,36.0,-49.6,hurricane,1.0,65,988,228,50,0
              Keith,2000,9,30,18,17.9,-86.7,hurricane,1.0,75,977,238,57,0
               Hugo,1989,9,19,60,20.7,-67.3,hurricane,2.0,90,962,231,68,0
            Joaquin,2015,9,30,12,24.9,-72.2,hurricane,1.0,70,971,170,50,0
            Ophelia,2017,10,15,12,39.9,-17.0,hurricane,2.0,85,959,320,80,0
               Bret,1999,8,21,60,22.5,-94.7,hurricane,1.0,75,980,220,61,0
               Gert,1993,9,20,12,21.2,-95.9,hurricane,1.0,80,978,233,63,0
              Erika,1997,9,10,18,33.6,-57.5,hurricane,2.0,90,970,194,59,0
                Ike,2008,9,13,60,29.1,-94.6,hurricane,2.0,95,951,350,165,0
              Emily,1981,9,4,12,36.2,-61.9,hurricane,1.0,70,972,212,56,0
               Joan,1988,10,19,12,11.4,-78.3,hurricane,3.0,105,960,252,63,1
                Eta,2020,11,3,18,13.7,-83.3,hurricane,4.0,120,940,160,40,1
             Arlene,1987,8,22,60,36.5,-43.0,hurricane,1.0,65,988,235,53,0
               Bill,1997,7,12,18,39.6,-58.4,hurricane,1.0,65,987,297,47,0
              Katia,2011,9,5,18,24.8,-63.4,hurricane,3.0,110,946,280,100,1
           Humberto,2019,9,16,60,29.5,-77.3,hurricane,1.0,70,982,200,40,0
            Ernesto,2024,8,17,18,33.0,-64.2,hurricane,1.0,65,977,370,100,0
              Pablo,2019,10,27,18,44.1,-17.3,hurricane,1.0,70,977,90,10,0
               Joan,1988,10,20,60,11.1,-79.8,hurricane,2.0,85,967,241,62,0
            Ophelia,2005,9,15,60,34.5,-76.3,hurricane,1.0,70,982,220,65,0
            Isidore,1990,9,11,18,32.6,-48.7,hurricane,1.0,80,979,160,44,0
           Florence,2018,9,14,11,34.2,-77.8,hurricane,1.0,80,956,310,130,0
            Katrina,1981,11,6,0,20.9,-79.5,hurricane,1.0,65,996,221,46,0
              Fiona,2022,9,20,60,20.8,-70.7,hurricane,3.0,100,967,230,50,1
            Richard,2010,10,24,18,17.0,-87.3,hurricane,1.0,80,984,140,25,0
            Ophelia,2017,10,11,18,29.8,-36.2,hurricane,1.0,65,991,120,20,0
            Michael,2000,10,18,60,30.8,-70.8,hurricane,1.0,65,986,255,52,0
               Lili,1996,10,22,60,33.8,-55.2,hurricane,1.0,65,987,319,60,0
          Josephine,1984,10,16,0,38.3,-63.0,hurricane,1.0,65,973,263,46,0
            Chantal,1983,9,12,18,34.4,-55.5,hurricane,1.0,65,994,266,44,0
              Irene,2005,8,16,12,36.6,-63.0,hurricane,2.0,85,975,170,40,0
             Bertha,2008,7,11,18,28.8,-62.1,hurricane,1.0,80,976,240,75,0
            Georges,1980,9,8,12,45.6,-51.1,hurricane,1.0,70,993,392,85,0
              Delta,2020,10,7,60,20.1,-85.9,hurricane,2.0,90,968,190,35,0
                Sam,2021,10,2,12,33.4,-60.1,hurricane,4.0,115,948,400,100,1
               Karl,1980,11,26,0,37.4,-44.8,hurricane,1.0,70,988,561,130,0
            Georges,1998,9,27,18,28.8,-88.3,hurricane,2.0,95,962,370,151,0
               Otto,2016,11,23,18,11.2,-81.1,hurricane,1.0,65,990,100,20,0
             Bertha,2014,8,5,0,30.5,-73.4,hurricane,1.0,65,1001,140,20,0
              Floyd,1999,9,15,12,29.3,-78.9,hurricane,3.0,100,943,215,61,1
            Roxanne,1995,10,12,60,19.5,-91.5,hurricane,1.0,65,992,216,46,0
           Humberto,2001,9,24,12,35.0,-66.3,hurricane,1.0,70,990,223,61,0
           Florence,2018,9,4,60,19.1,-41.2,hurricane,1.0,65,989,130,15,0
               Opal,1995,10,3,60,22.2,-92.0,hurricane,1.0,75,969,236,56,0
          Gabrielle,1989,9,4,18,18.6,-54.8,hurricane,4.0,120,942,211,59,1
                Lee,2023,9,8,60,17.5,-53.0,hurricane,5.0,145,926,190,70,1
            Katrina,1981,11,5,60,19.6,-80.8,hurricane,1.0,65,988,135,27,0
               Ella,1978,9,3,12,33.8,-71.7,hurricane,2.0,85,976,196,63,0
             Leslie,2012,9,6,0,26.0,-62.6,hurricane,1.0,65,984,320,35,0
            Frances,2004,8,30,60,19.0,-56.8,hurricane,3.0,100,958,260,70,1
            Lorenzo,2019,9,27,0,17.1,-41.2,hurricane,4.0,125,937,380,65,1
              Diana,1984,9,10,18,30.8,-79.6,hurricane,1.0,70,986,240,55,0
               Olga,2001,11,27,12,31.5,-57.2,hurricane,1.0,80,974,416,107,0
            Michael,2012,9,9,18,33.7,-43.5,hurricane,1.0,80,979,120,40,0
           Florence,2018,9,14,0,34.0,-76.5,hurricane,2.0,90,952,300,120,0
              Larry,2021,9,5,12,19.2,-49.4,hurricane,3.0,110,953,280,65,1
           Danielle,2010,8,29,0,30.9,-59.2,hurricane,2.0,85,958,390,115,0
           Florence,2006,9,12,12,37.4,-61.9,hurricane,1.0,65,976,660,90,0
              Debby,2000,8,21,60,15.4,-54.0,hurricane,1.0,65,1005,197,42,0
            Frances,2004,9,3,18,25.7,-77.1,hurricane,2.0,90,960,310,150,0
               Bill,2009,8,21,60,25.5,-64.9,hurricane,3.0,105,951,400,135,1
            Frances,1980,9,15,60,23.3,-49.6,hurricane,2.0,90,965,234,60,0
             Helene,1988,9,25,0,18.7,-48.9,hurricane,3.0,100,959,263,75,1
            Georges,1998,9,22,12,18.2,-68.7,hurricane,3.0,105,962,216,63,1
            Frances,1980,9,12,0,17.0,-36.1,hurricane,1.0,80,970,179,41,0
            Ophelia,2005,9,11,12,31.6,-75.7,hurricane,1.0,70,978,260,55,0
              Beryl,2024,7,4,12,18.8,-81.8,hurricane,2.0,95,969,190,40,0
            Isidore,1990,9,15,60,38.7,-47.2,hurricane,1.0,65,987,278,54,0
               Jose,2017,9,10,60,20.3,-64.0,hurricane,4.0,115,945,230,60,1
                Sam,2021,10,2,0,30.8,-61.5,hurricane,4.0,125,940,310,85,1
              Felix,1995,8,13,60,25.9,-61.9,hurricane,3.0,105,937,219,61,1
            Alberto,2000,8,14,0,39.0,-44.2,hurricane,1.0,65,987,282,51,0
             Bonnie,2022,7,4,12,13.6,-98.2,hurricane,1.0,75,984,140,30,0
            Isidore,2002,9,21,60,22.3,-85.1,hurricane,2.0,85,964,222,65,0
              Tammy,2023,10,26,0,29.1,-57.8,hurricane,1.0,80,970,300,55,0
           Danielle,2022,9,4,18,38.4,-45.2,hurricane,1.0,75,976,200,55,0
              Beryl,2024,7,2,18,15.6,-69.9,hurricane,4.0,135,944,220,60,1
AL121991,1991,11,1,18,38.2,-66.5,hurricane,1.0,65,980,256,57,0
               Ivan,2004,9,9,18,14.7,-71.9,hurricane,4.0,130,921,215,60,1
             Gordon,2006,9,19,0,38.0,-43.3,hurricane,2.0,85,972,160,60,0
               Iris,1995,9,2,18,29.1,-59.7,hurricane,1.0,75,983,215,59,0
               Lili,2002,9,30,14,19.7,-79.8,hurricane,1.0,65,986,227,50,0
             Jeanne,2004,9,26,12,27.7,-81.6,hurricane,1.0,75,965,275,30,0
           Florence,2018,9,13,18,33.6,-76.0,hurricane,2.0,90,953,290,120,0
               Luis,1995,9,9,60,29.1,-69.5,hurricane,2.0,95,949,241,73,0
               Joan,1988,10,18,0,11.8,-74.0,hurricane,1.0,65,990,170,29,0
               Erin,2001,9,9,0,29.7,-60.4,hurricane,1.0,75,987,242,58,0
               Alex,2004,8,5,18,42.7,-55.0,hurricane,2.0,90,970,375,50,0
              Laura,2020,8,25,18,24.1,-87.5,hurricane,1.0,70,990,230,40,0
              Emily,1993,8,29,18,30.6,-69.7,hurricane,1.0,70,978,218,63,0
               Lili,2002,10,1,18,22.4,-84.4,hurricane,2.0,90,971,328,129,0
             Helene,1988,9,22,0,12.7,-40.6,hurricane,1.0,80,978,199,48,0
                Ike,2008,9,4,60,22.4,-55.0,hurricane,4.0,125,935,220,50,1
              Diana,1984,9,13,0,33.8,-77.4,hurricane,2.0,85,972,196,62,0
                Bob,1979,7,11,60,27.8,-91.1,hurricane,1.0,65,991,219,53,0
               Fran,1996,8,31,12,21.1,-61.4,hurricane,1.0,65,984,223,52,0
              Cindy,1999,8,28,18,30.8,-58.5,hurricane,4.0,120,943,209,62,1
               Dean,1989,8,4,0,20.1,-63.8,hurricane,1.0,75,986,227,48,0
              Klaus,1984,11,12,0,34.6,-53.4,hurricane,1.0,70,982,248,54,0
                Ike,2008,9,13,0,28.3,-94.0,hurricane,2.0,95,952,390,170,0
              Mitch,1998,10,27,60,17.3,-84.4,hurricane,5.0,150,917,288,87,1
               Cora,1978,8,9,60,13.9,-46.8,hurricane,1.0,80,980,184,39,0
               Fred,2009,9,11,12,17.6,-34.5,hurricane,1.0,65,987,165,30,0
             Helene,2006,9,23,0,35.7,-51.7,hurricane,1.0,75,964,475,105,0
                Ida,2021,8,27,23,22.4,-83.2,hurricane,1.0,70,988,120,20,0
              Klaus,1984,11,8,12,19.7,-62.2,hurricane,1.0,75,986,220,46,0
               Joan,1988,10,18,60,11.7,-75.0,hurricane,1.0,70,987,138,29,0
               Luis,1995,9,1,0,15.4,-41.7,hurricane,3.0,100,965,223,53,1
              Debby,1982,9,18,60,40.1,-60.7,hurricane,3.0,110,952,605,138,1
              Tomas,2010,10,31,60,13.8,-62.4,hurricane,2.0,85,983,170,40,0
           Nicholas,2021,9,14,53,28.7,-95.7,hurricane,1.0,65,991,170,45,0
              Oscar,2018,10,31,12,35.4,-52.4,hurricane,1.0,70,974,360,70,0
             Fabian,2003,9,3,12,21.9,-62.3,hurricane,3.0,110,945,216,64,1
               Irma,2017,9,10,13,24.7,-81.5,hurricane,4.0,115,931,410,110,1
