name,year,month,day,hour,lat,long,status,category,wind,pressure,tropicalstorm_force_diameter,hurricane_force_diameter,hurricane_class,merge_name,storm_id,correct_datetime,datetime,CSST,COHC,SHRD,RHMD,MTPW,VMPI,DTL
              Isaac,2000,9,26,60,18.3,-42.9,hurricane,2.0,85,973,254,64,0,ISAAC,AL132000,2000-09-26 06:00:00,2000-09-26 06:00:00,272.0,28.0,150.0,60.0,545.0,118.0,1797.0
            Epsilon,2020,10,23,60,32.9,-61.6,hurricane,1.0,75,968,450,30,0,EPSILON,AL272020,2020-10-23 06:00:00,2020-10-23 06:00:00,253.0,0.0,196.0,51.0,509.0,103.0,1224.0
                Lee,2023,9,9,0,19.0,-56.0,hurricane,3.0,105,958,220,50,1,LEE,AL132023,2023-09-09 00:00:00,2023-09-09 00:00:00,283.0,60.0,144.0,55.0,568.0,153.0,624.0
             Helene,2006,9,17,18,20.8,-48.8,hurricane,2.0,90,970,250,65,0,HELENE,AL092006,2006-09-17 18:00:00,2006-09-17 18:00:00,277.0,39.0,120.0,57.0,575.0,124.0,1403.0
                Ian,2022,9,26,18,19.7,-83.0,hurricane,1.0,80,976,180,45,0,IAN,AL092022,2022-09-26 18:00:00,2022-09-26 18:00:00,295.0,111.0,137.0,69.0,607.0,166.0,196.0
               Rina,2011,10,25,12,17.3,-83.8,hurricane,2.0,95,972,160,25,0,RINA,AL182011,2011-10-25 12:00:00,2011-10-25 12:00:00,289.0,65.0,215.0,52.0,539.0,179.0,171.0
              Lenny,1999,11,16,18,15.5,-69.0,hurricane,2.0,85,967,254,65,0,LENNY,AL161999,1999-11-16 18:00:00,1999-11-16 18:00:00,286.0,58.0,48.0,64.0,609.0,146.0,304.0
            Epsilon,2020,10,22,18,31.5,-61.5,hurricane,1.0,75,968,410,25,0,EPSILON,AL272020,2020-10-22 18:00:00,2020-10-22 18:00:00,258.0,0.0,167.0,50.0,528.0,114.0,1360.0
              Emily,1993,9,3,60,38.1,-58.3,hurricane,1.0,75,979,218,60,0,EMILY,AL051993,1993-09-03 06:00:00,1993-09-03 06:00:00,264.0,0.0,201.0,39.0,417.0,85.0,825.0
            Frances,1992,10,25,0,33.8,-56.2,hurricane,1.0,70,978,466,103,0,FRANCES,AL101992,1992-10-25 00:00:00,1992-10-25 00:00:00,247.0,0.0,300.0,35.0,400.0,87.0,1339.0
              Chris,1994,8,19,60,18.0,-51.9,hurricane,1.0,70,979,217,45,0,CHRIS,AL041994,1994-08-19 06:00:00,1994-08-19 06:00:00,276.0,44.0,207.0,54.0,562.0,122.0,969.0
             Jeanne,1998,9,23,12,14.5,-29.5,hurricane,1.0,80,975,192,47,0,JEANNE,AL101998,1998-09-23 12:00:00,1998-09-23 12:00:00,276.0,17.0,111.0,54.0,563.0,122.0,1287.0
               Irma,2017,9,3,0,18.5,-45.5,hurricane,2.0,95,973,140,30,0,IRMA,AL112017,2017-09-03 00:00:00,2017-09-03 00:00:00,272.0,29.0,100.0,53.0,509.0,131.0,1603.0
            Isidore,1990,9,7,0,15.9,-36.8,hurricane,1.0,65,994,173,30,0,ISIDORE,AL101990,1990-09-07 00:00:00,1990-09-07 00:00:00,270.0,19.0,193.0,51.0,561.0,80.0,2051.0
               Alex,2004,8,5,0,38.5,-66.0,hurricane,3.0,105,957,225,70,1,ALEX,AL012004,2004-08-05 00:00:00,2004-08-05 00:00:00,263.0,25.0,219.0,56.0,500.0,58.0,488.0
             Helene,2018,9,12,60,18.7,-35.8,hurricane,1.0,80,976,230,70,0,HELENE,AL082018,2018-09-12 06:00:00,2018-09-12 06:00:00,264.0,8.0,208.0,49.0,542.0,68.0,1978.0
           Florence,2018,9,12,18,30.4,-71.9,hurricane,3.0,110,949,280,110,1,FLORENCE,AL062018,2018-09-12 18:00:00,2018-09-12 18:00:00,279.0,28.0,98.0,50.0,545.0,136.0,648.0
              Lenny,1999,11,18,12,17.9,-63.6,hurricane,4.0,120,953,255,74,1,LENNY,AL161999,1999-11-18 12:00:00,1999-11-18 12:00:00,283.0,61.0,212.0,62.0,599.0,144.0,52.0
              Katia,2011,9,9,0,35.6,-69.4,hurricane,1.0,80,964,380,110,0,KATIA,AL122011,2011-09-09 00:00:00,2011-09-09 00:00:00,270.0,17.0,200.0,53.0,568.0,89.0,572.0
             Nicole,2016,10,6,18,27.3,-65.1,hurricane,1.0,75,980,120,30,0,NICOLE,AL152016,2016-10-06 18:00:00,2016-10-06 18:00:00,279.0,23.0,335.0,51.0,526.0,148.0,952.0
               Dean,2007,8,22,0,19.7,-92.2,hurricane,1.0,65,979,250,60,0,DEAN,AL042007,2007-08-22 00:00:00,2007-08-22 00:00:00,291.0,29.0,167.0,67.0,615.0,147.0,111.0
            Marilyn,1995,9,16,60,18.5,-65.2,hurricane,2.0,95,952,221,59,0,MARILYN,AL151995,1995-09-16 06:00:00,1995-09-16 06:00:00,290.0,77.0,132.0,55.0,534.0,125.0,24.0
            Georges,1998,9,26,12,25.7,-85.1,hurricane,2.0,90,974,350,115,0,GEORGES,AL071998,1998-09-26 12:00:00,1998-09-26 12:00:00,289.0,71.0,186.0,51.0,584.0,128.0,307.0
           Danielle,1998,9,2,60,34.6,-67.6,hurricane,1.0,75,970,210,60,0,DANIELLE,AL041998,1998-09-02 06:00:00,1998-09-02 06:00:00,269.0,15.0,314.0,63.0,551.0,108.0,748.0
            Ophelia,2005,9,11,60,31.7,-75.9,hurricane,1.0,75,978,260,55,0,OPHELIA,AL162005,2005-09-11 06:00:00,2005-09-11 06:00:00,281.0,42.0,123.0,42.0,490.0,135.0,315.0
               Lili,1990,10,12,18,30.9,-71.4,hurricane,1.0,65,993,255,47,0,LILI,AL141990,1990-10-12 18:00:00,1990-10-12 18:00:00,266.0,10.0,209.0,42.0,421.0,100.0,640.0
              Julia,2010,9,15,0,16.4,-30.6,hurricane,2.0,90,973,150,40,0,JULIA,AL122010,2010-09-15 00:00:00,2010-09-15 00:00:00,269.0,13.0,105.0,59.0,586.0,116.0,1411.0
          Josephine,1984,10,10,60,27.2,-72.4,hurricane,1.0,65,987,239,53,0,JOSEPHINE,AL161984,1984-10-10 06:00:00,1984-10-10 06:00:00,279.0,38.0,162.0,53.0,489.0,116.0,603.0
               Olga,2001,11,28,12,32.4,-56.2,hurricane,1.0,75,977,456,96,0,OLGA,AL172001,2001-11-28 12:00:00,2001-11-28 12:00:00,229.0,0.0,118.0,37.0,377.0,96.0,1481.0
            Marilyn,1995,9,16,18,19.7,-66.4,hurricane,3.0,100,950,221,61,1,MARILYN,AL151995,1995-09-16 18:00:00,1995-09-16 18:00:00,289.0,77.0,251.0,54.0,563.0,129.0,137.0
            Isidore,2002,9,19,18,20.4,-81.7,hurricane,1.0,65,983,229,50,0,ISIDORE,AL102002,2002-09-19 18:00:00,2002-09-19 18:00:00,297.0,116.0,203.0,67.0,638.0,146.0,161.0
               Lili,1996,10,20,18,30.7,-62.9,hurricane,1.0,75,970,265,50,0,LILI,AL121996,1996-10-20 18:00:00,1996-10-20 18:00:00,262.0,3.0,370.0,41.0,517.0,83.0,1314.0
              Felix,1995,8,14,0,28.2,-62.5,hurricane,2.0,90,948,216,62,0,FELIX,AL071995,1995-08-14 00:00:00,1995-08-14 00:00:00,286.0,29.0,218.0,53.0,576.0,131.0,1066.0
               Ivan,2004,9,13,12,20.4,-84.1,hurricane,5.0,140,915,305,130,1,IVAN,AL092004,2004-09-13 12:00:00,2004-09-13 12:00:00,297.0,127.0,162.0,66.0,602.0,144.0,157.0
              Maria,2005,9,6,12,33.5,-56.0,hurricane,1.0,80,975,200,35,0,MARIA,AL142005,2005-09-06 12:00:00,2005-09-06 12:00:00,271.0,7.0,373.0,53.0,575.0,106.0,1376.0
            Gonzalo,2014,10,15,18,23.8,-68.3,hurricane,3.0,110,953,190,50,1,GONZALO,AL082014,2014-10-15 18:00:00,2014-10-15 18:00:00,286.0,59.0,137.0,54.0,524.0,153.0,491.0
               Nate,2005,9,7,18,29.3,-66.0,hurricane,1.0,70,985,180,40,0,NATE,AL152005,2005-09-07 18:00:00,2005-09-07 18:00:00,283.0,24.0,263.0,58.0,557.0,141.0,1132.0
              Katia,2011,9,1,18,15.7,-48.5,hurricane,1.0,65,988,230,30,0,KATIA,AL122011,2011-09-01 18:00:00,2011-09-01 18:00:00,277.0,42.0,188.0,63.0,535.0,134.0,1209.0
             Rafael,2012,10,16,0,24.6,-65.6,hurricane,1.0,80,974,300,50,0,RAFAEL,AL172012,2012-10-16 00:00:00,2012-10-16 00:00:00,284.0,44.0,318.0,65.0,598.0,125.0,661.0
               Irma,2017,9,4,0,17.3,-50.4,hurricane,3.0,100,959,180,45,1,IRMA,AL112017,2017-09-04 00:00:00,2017-09-04 00:00:00,278.0,47.0,53.0,53.0,516.0,140.0,1072.0
            Edouard,2014,9,15,18,27.7,-56.1,hurricane,2.0,95,962,280,60,0,EDOUARD,AL062014,2014-09-15 18:00:00,2014-09-15 18:00:00,284.0,29.0,153.0,37.0,500.0,149.0,1256.0
              Irene,2005,8,16,12,36.6,-63.0,hurricane,2.0,85,975,170,40,0,IRENE,AL092005,2005-08-16 12:00:00,2005-08-16 12:00:00,268.0,18.0,201.0,52.0,519.0,121.0,801.0
          Cristobal,2014,8,27,60,30.6,-72.0,hurricane,1.0,70,983,280,60,0,CRISTOBAL,AL042014,2014-08-27 06:00:00,2014-08-27 06:00:00,281.0,28.0,54.0,42.0,534.0,115.0,625.0
              Teddy,2020,9,18,18,22.5,-56.5,hurricane,3.0,105,949,320,90,1,TEDDY,AL202020,2020-09-18 18:00:00,2020-09-18 18:00:00,284.0,47.0,149.0,43.0,584.0,137.0,768.0
              Irene,2011,8,27,12,34.7,-76.6,hurricane,1.0,75,952,375,120,0,IRENE,AL092011,2011-08-27 12:00:00,2011-08-27 12:00:00,275.0,48.0,251.0,52.0,616.0,94.0,7.0
             Margot,2023,9,12,60,28.6,-39.4,hurricane,1.0,75,977,310,40,0,MARGOT,AL142023,2023-09-12 06:00:00,2023-09-12 06:00:00,271.0,8.0,215.0,52.0,496.0,135.0,2339.0
              Fiona,2022,9,23,0,30.9,-69.0,hurricane,4.0,115,931,400,150,1,FIONA,AL072022,2022-09-23 00:00:00,2022-09-23 00:00:00,276.0,19.0,239.0,59.0,554.0,113.0,817.0
           Franklin,2023,8,28,18,28.2,-71.1,hurricane,4.0,125,931,240,50,1,FRANKLIN,AL082023,2023-08-28 18:00:00,2023-08-28 18:00:00,287.0,36.0,113.0,58.0,566.0,132.0,764.0
               Kirk,2012,9,1,60,34.6,-48.9,hurricane,1.0,65,990,100,15,0,KIRK,AL112012,2012-09-01 06:00:00,2012-09-01 06:00:00,266.0,2.0,74.0,52.0,485.0,99.0,1384.0
              Floyd,1999,9,15,12,29.3,-78.9,hurricane,3.0,100,943,215,61,1,FLOYD,AL081999,1999-09-15 12:00:00,1999-09-15 12:00:00,286.0,68.0,282.0,53.0,609.0,102.0,190.0
               Gert,1999,9,16,0,17.8,-50.8,hurricane,4.0,130,930,223,57,1,GERT,AL091999,1999-09-16 00:00:00,1999-09-16 00:00:00,279.0,50.0,141.0,58.0,568.0,142.0,1058.0
               Earl,1998,9,2,12,28.2,-89.0,hurricane,1.0,70,994,216,59,0,EARL,AL051998,1998-09-02 12:00:00,1998-09-02 12:00:00,293.0,55.0,321.0,47.0,587.0,158.0,95.0
                Sam,2021,10,1,0,24.3,-61.0,hurricane,4.0,125,938,250,90,1,SAM,AL182021,2021-10-01 00:00:00,2021-10-01 00:00:00,284.0,43.0,136.0,59.0,489.0,142.0,699.0
            Alberto,2000,8,8,0,16.7,-43.6,hurricane,1.0,75,979,170,34,0,ALBERTO,AL032000,2000-08-08 00:00:00,2000-08-08 00:00:00,266.0,13.0,162.0,59.0,512.0,107.0,1612.0
            Edouard,2014,9,18,12,39.9,-44.1,hurricane,1.0,70,969,290,90,0,EDOUARD,AL062014,2014-09-18 12:00:00,2014-09-18 12:00:00,243.0,0.0,290.0,45.0,457.0,39.0,1044.0
             Dorian,2019,9,6,12,35.1,-75.7,hurricane,2.0,85,956,340,100,0,DORIAN,AL052019,2019-09-06 12:00:00,2019-09-06 12:00:00,265.0,51.0,414.0,44.0,505.0,99.0,50.0
            Epsilon,2020,10,21,12,28.9,-58.7,hurricane,2.0,85,968,460,35,0,EPSILON,AL272020,2020-10-21 12:00:00,2020-10-21 12:00:00,269.0,12.0,86.0,42.0,500.0,112.0,1257.0
               Joan,1988,10,18,12,11.5,-75.8,hurricane,1.0,75,984,215,46,0,JOAN,AL111988,1988-10-18 12:00:00,1988-10-18 12:00:00,290.0,64.0,30.0,80.0,607.0,147.0,99.0
             Jeanne,2004,9,23,0,25.7,-69.0,hurricane,2.0,85,966,220,70,0,JEANNE,AL112004,2004-09-23 00:00:00,2004-09-23 00:00:00,287.0,50.0,53.0,40.0,535.0,145.0,635.0
             Jeanne,1998,9,27,60,24.4,-42.0,hurricane,1.0,70,983,223,59,0,JEANNE,AL101998,1998-09-27 06:00:00,1998-09-27 06:00:00,271.0,14.0,63.0,51.0,455.0,132.0,2181.0
             Jeanne,2004,9,25,0,26.4,-74.3,hurricane,2.0,85,964,285,105,0,JEANNE,AL112004,2004-09-25 00:00:00,2004-09-25 00:00:00,286.0,51.0,61.0,37.0,555.0,134.0,395.0
            Edouard,1996,8,25,0,15.0,-45.8,hurricane,4.0,120,942,241,64,1,EDOUARD,AL051996,1996-08-25 00:00:00,1996-08-25 00:00:00,273.0,34.0,76.0,55.0,563.0,124.0,1317.0
               Erin,2001,9,12,0,38.0,-64.3,hurricane,1.0,80,976,212,63,0,ERIN,AL062001,2001-09-12 00:00:00,2001-09-12 00:00:00,264.0,15.0,208.0,36.0,399.0,101.0,625.0
                Ida,2009,11,9,0,23.0,-86.5,hurricane,2.0,90,979,195,45,0,IDA,AL112009,2009-11-09 00:00:00,2009-11-09 00:00:00,275.0,35.0,396.0,62.0,566.0,104.0,165.0
               Karl,2004,9,23,0,29.0,-47.7,hurricane,2.0,95,965,475,125,0,KARL,AL122004,2004-09-23 00:00:00,2004-09-23 00:00:00,273.0,17.0,255.0,49.0,581.0,100.0,1909.0
             Dorian,2019,9,5,18,32.7,-78.9,hurricane,2.0,95,958,300,100,0,DORIAN,AL052019,2019-09-05 18:00:00,2019-09-05 18:00:00,282.0,54.0,234.0,37.0,491.0,116.0,59.0
               Erin,2001,9,12,18,37.9,-62.0,hurricane,1.0,75,979,230,60,0,ERIN,AL062001,2001-09-12 18:00:00,2001-09-12 18:00:00,263.0,10.0,164.0,37.0,386.0,104.0,693.0
             Bertha,2008,7,10,60,25.7,-59.1,hurricane,2.0,90,970,195,40,0,BERTHA,AL022008,2008-07-10 06:00:00,2008-07-10 06:00:00,278.0,18.0,103.0,40.0,466.0,132.0,916.0
              Floyd,1999,9,12,18,23.2,-67.4,hurricane,4.0,115,940,298,113,1,FLOYD,AL081999,1999-09-12 18:00:00,1999-09-12 18:00:00,290.0,68.0,27.0,62.0,589.0,146.0,466.0
              Mitch,1998,10,25,0,15.5,-78.4,hurricane,3.0,100,965,279,78,1,MITCH,AL131998,1998-10-25 00:00:00,1998-10-25 00:00:00,290.0,70.0,55.0,76.0,630.0,147.0,273.0
              Tammy,2023,10,23,12,21.6,-64.0,hurricane,1.0,70,993,180,35,0,TAMMY,AL202023,2023-10-23 12:00:00,2023-10-23 12:00:00,284.0,67.0,212.0,58.0,594.0,147.0,318.0
               Erin,1989,8,24,18,35.1,-43.6,hurricane,2.0,90,969,189,56,0,ERIN,AL071989,1989-08-24 18:00:00,1989-08-24 18:00:00,263.0,2.0,246.0,53.0,437.0,96.0,1510.0
              Floyd,1999,9,11,60,21.4,-61.1,hurricane,2.0,95,963,232,64,0,FLOYD,AL081999,1999-09-11 06:00:00,1999-09-11 06:00:00,287.0,63.0,198.0,66.0,580.0,147.0,398.0
             Margot,2023,9,13,18,34.4,-40.6,hurricane,1.0,75,970,380,110,0,MARGOT,AL142023,2023-09-13 18:00:00,2023-09-13 18:00:00,261.0,1.0,159.0,54.0,499.0,116.0,1722.0
              Emily,1993,8,30,0,31.2,-70.2,hurricane,1.0,70,977,220,66,0,EMILY,AL051993,1993-08-30 00:00:00,1993-08-30 00:00:00,277.0,24.0,119.0,46.0,506.0,118.0,707.0
             Fabian,2003,9,2,18,20.5,-60.7,hurricane,4.0,120,946,214,64,1,FABIAN,AL102003,2003-09-02 18:00:00,2003-09-02 18:00:00,285.0,65.0,155.0,45.0,563.0,131.0,331.0
               Jose,2017,9,8,0,15.5,-53.2,hurricane,3.0,105,964,170,45,1,JOSE,AL122017,2017-09-08 00:00:00,2017-09-08 00:00:00,283.0,62.0,162.0,59.0,500.0,153.0,719.0
              Chris,1994,8,18,12,15.2,-48.0,hurricane,1.0,65,987,200,37,0,CHRIS,AL041994,1994-08-18 12:00:00,1994-08-18 12:00:00,273.0,37.0,149.0,56.0,539.0,119.0,1211.0
              Delta,2020,10,8,0,22.3,-90.2,hurricane,1.0,80,973,190,45,0,DELTA,AL262020,2020-10-08 00:00:00,2020-10-08 00:00:00,285.0,17.0,135.0,69.0,648.0,166.0,121.0
                Lee,2023,9,11,18,23.5,-63.9,hurricane,3.0,100,948,300,110,1,LEE,AL132023,2023-09-11 18:00:00,2023-09-11 18:00:00,288.0,56.0,151.0,52.0,596.0,139.0,529.0
              Katia,2017,9,7,18,21.6,-94.6,hurricane,1.0,70,982,90,20,0,KATIA,AL132017,2017-09-07 12:00:00,2017-09-07 12:00:00,296.0,43.0,100.0,68.0,605.0,164.0,269.0
               Ivan,2004,9,13,0,19.5,-82.8,hurricane,5.0,140,916,300,130,1,IVAN,AL092004,2004-09-13 00:00:00,2004-09-13 00:00:00,296.0,112.0,190.0,65.0,589.0,150.0,218.0
           Danielle,1998,8,30,12,26.9,-73.1,hurricane,1.0,65,990,208,59,0,DANIELLE,AL041998,1998-08-30 12:00:00,1998-08-30 12:00:00,290.0,41.0,73.0,54.0,520.0,120.0,526.0
               Kyle,2008,9,27,18,33.3,-69.7,hurricane,1.0,70,995,250,60,0,KYLE,AL112008,2008-09-27 18:00:00,2008-09-27 18:00:00,262.0,5.0,268.0,55.0,542.0,87.0,611.0
              Larry,2021,9,7,0,22.7,-54.2,hurricane,3.0,105,956,290,100,1,LARRY,AL122021,2021-09-07 00:00:00,2021-09-07 00:00:00,282.0,42.0,174.0,45.0,523.0,148.0,967.0
             Fabian,2003,8,31,18,18.2,-53.5,hurricane,4.0,115,948,258,77,1,FABIAN,AL102003,2003-08-31 18:00:00,2003-08-31 18:00:00,280.0,54.0,134.0,48.0,537.0,116.0,847.0
            Michael,2000,10,17,18,30.1,-70.9,hurricane,1.0,65,988,249,53,0,MICHAEL,AL172000,2000-10-17 18:00:00,2000-10-17 18:00:00,263.0,13.0,222.0,46.0,455.0,112.0,737.0
               Otto,2016,11,24,12,11.0,-83.0,hurricane,3.0,100,975,100,30,1,OTTO,AL162016,2016-11-24 12:00:00,2016-11-24 12:00:00,285.0,25.0,168.0,68.0,589.0,147.0,68.0
               Beta,2005,10,30,0,13.6,-82.6,hurricane,2.0,90,970,100,30,0,BETA,AL272005,2005-10-30 00:00:00,2005-10-30 00:00:00,288.0,51.0,131.0,73.0,625.0,165.0,97.0
               Dean,2007,8,19,18,17.1,-76.0,hurricane,4.0,125,930,270,100,1,DEAN,AL042007,2007-08-19 18:00:00,2007-08-19 18:00:00,290.0,84.0,74.0,55.0,576.0,134.0,92.0
             Dennis,1999,8,30,0,31.9,-78.1,hurricane,2.0,90,964,329,115,0,DENNIS,AL051999,1999-08-30 00:00:00,1999-08-30 00:00:00,285.0,67.0,281.0,47.0,528.0,115.0,174.0
               Iris,1995,8,29,18,23.1,-62.3,hurricane,1.0,70,975,223,58,0,IRIS,AL101995,1995-08-29 18:00:00,1995-08-29 18:00:00,287.0,52.0,147.0,46.0,537.0,128.0,527.0
              Sally,2020,9,16,0,29.6,-88.0,hurricane,1.0,75,975,190,55,0,SALLY,AL192020,2020-09-16 00:00:00,2020-09-16 00:00:00,286.0,35.0,318.0,61.0,586.0,130.0,70.0
             Gloria,1985,9,22,18,18.4,-59.0,hurricane,1.0,65,990,213,45,0,GLORIA,AL091985,1985-09-22 18:00:00,1985-09-22 18:00:00,285.0,70.0,184.0,63.0,549.0,136.0,302.0
               Iris,1995,8,30,60,23.8,-61.8,hurricane,1.0,70,977,227,59,0,IRIS,AL101995,1995-08-30 06:00:00,1995-08-30 06:00:00,286.0,49.0,93.0,55.0,541.0,115.0,619.0
               Dean,1989,8,4,60,20.4,-63.9,hurricane,1.0,75,986,228,51,0,DEAN,AL051989,1989-08-04 06:00:00,1989-08-04 06:00:00,283.0,57.0,176.0,46.0,536.0,129.0,188.0
                Lee,2023,9,10,12,21.5,-60.8,hurricane,2.0,95,956,240,65,0,LEE,AL132023,2023-09-10 12:00:00,2023-09-10 12:00:00,286.0,62.0,127.0,52.0,588.0,149.0,424.0
              Felix,1995,8,12,18,24.3,-61.0,hurricane,4.0,120,929,224,59,1,FELIX,AL071995,1995-08-12 18:00:00,1995-08-12 18:00:00,285.0,38.0,191.0,55.0,626.0,129.0,699.0
               Irma,2017,9,2,0,19.1,-39.7,hurricane,3.0,100,967,130,30,1,IRMA,AL112017,2017-09-02 00:00:00,2017-09-02 00:00:00,265.0,10.0,76.0,50.0,596.0,118.0,2084.0
               Dean,2007,8,20,0,17.5,-77.8,hurricane,4.0,125,926,270,100,1,DEAN,AL042007,2007-08-20 00:00:00,2007-08-20 00:00:00,290.0,99.0,58.0,61.0,585.0,139.0,43.0
              Henri,2021,8,21,18,35.4,-71.8,hurricane,1.0,65,990,200,40,0,HENRI,AL082021,2021-08-21 18:00:00,2021-08-21 18:00:00,273.0,28.0,75.0,57.0,527.0,70.0,357.0
               Ivan,2004,9,11,12,17.7,-78.4,hurricane,4.0,125,925,250,70,1,IVAN,AL092004,2004-09-11 12:00:00,2004-09-11 12:00:00,293.0,99.0,114.0,60.0,590.0,144.0,61.0
              Chris,2018,7,11,60,34.6,-70.7,hurricane,2.0,90,969,140,35,0,CHRIS,AL032018,2018-07-11 06:00:00,2018-07-11 06:00:00,258.0,0.0,175.0,49.0,429.0,103.0,472.0
             Nicole,2016,10,15,18,39.0,-49.8,hurricane,1.0,75,961,660,160,0,NICOLE,AL152016,2016-10-15 18:00:00,2016-10-15 18:00:00,236.0,0.0,352.0,55.0,351.0,94.0,891.0
            Charley,1992,9,25,60,36.0,-33.6,hurricane,2.0,90,970,214,60,0,CHARLEY,AL061992,1992-09-25 06:00:00,1992-09-25 06:00:00,240.0,0.0,82.0,41.0,384.0,91.0,2009.0
               Hugo,1989,9,14,18,13.6,-49.1,hurricane,2.0,90,970,182,40,0,HUGO,AL111989,1989-09-14 18:00:00,1989-09-14 18:00:00,283.0,44.0,53.0,53.0,581.0,136.0,999.0
              Katia,2011,9,5,18,24.8,-63.4,hurricane,3.0,110,946,280,100,1,KATIA,AL122011,2011-09-05 18:00:00,2011-09-05 18:00:00,288.0,49.0,167.0,45.0,558.0,143.0,678.0
            Frances,2004,9,2,60,22.7,-72.5,hurricane,4.0,125,937,290,120,1,FRANCES,AL062004,2004-09-02 06:00:00,2004-09-02 06:00:00,289.0,69.0,161.0,51.0,558.0,128.0,162.0
               Kyle,2008,9,28,0,35.3,-69.7,hurricane,1.0,70,995,250,60,0,KYLE,AL112008,2008-09-28 00:00:00,2008-09-28 00:00:00,264.0,0.0,260.0,53.0,499.0,33.0,547.0
               Earl,2010,8,31,18,21.6,-68.4,hurricane,4.0,115,940,380,120,1,EARL,AL072010,2010-08-31 18:00:00,2010-08-31 18:00:00,288.0,67.0,210.0,52.0,574.0,150.0,263.0
             Bertha,2008,7,12,0,29.3,-62.3,hurricane,1.0,80,976,240,60,0,BERTHA,AL022008,2008-07-12 00:00:00,2008-07-12 00:00:00,273.0,11.0,40.0,35.0,473.0,130.0,1190.0
            Isidore,1990,9,11,18,32.6,-48.7,hurricane,1.0,80,979,160,44,0,ISIDORE,AL101990,1990-09-11 18:00:00,1990-09-11 18:00:00,271.0,7.0,79.0,52.0,478.0,127.0,1605.0
               Beta,2005,10,29,18,13.7,-82.1,hurricane,1.0,75,980,100,30,0,BETA,AL272005,2005-10-29 18:00:00,2005-10-29 18:00:00,288.0,49.0,151.0,73.0,623.0,160.0,135.0
               Erin,1989,8,23,0,30.3,-45.9,hurricane,1.0,70,981,227,58,0,ERIN,AL071989,1989-08-23 00:00:00,1989-08-23 00:00:00,274.0,13.0,139.0,43.0,448.0,118.0,1921.0
             Gaston,2016,9,1,18,37.8,-39.5,hurricane,1.0,75,981,270,90,0,GASTON,AL072016,2016-09-01 18:00:00,2016-09-01 18:00:00,252.0,0.0,268.0,37.0,438.0,68.0,1489.0
                Eta,2020,11,3,60,14.0,-82.9,hurricane,4.0,130,922,160,40,1,ETA,AL292020,2020-11-03 06:00:00,2020-11-03 06:00:00,287.0,49.0,102.0,82.0,651.0,164.0,45.0
               Iris,1995,8,28,18,20.4,-62.4,hurricane,1.0,65,983,223,48,0,IRIS,AL101995,1995-08-28 18:00:00,1995-08-28 18:00:00,286.0,64.0,89.0,45.0,561.0,136.0,243.0
              Cindy,1999,8,26,12,24.2,-50.8,hurricane,1.0,65,987,227,53,0,CINDY,AL041999,1999-08-26 12:00:00,1999-08-26 12:00:00,278.0,32.0,125.0,57.0,555.0,130.0,1349.0
             Gordon,2006,9,18,18,37.5,-46.3,hurricane,2.0,85,972,160,55,0,GORDON,AL082006,2006-09-18 18:00:00,2006-09-18 18:00:00,252.0,0.0,272.0,44.0,482.0,74.0,1160.0
               Kate,2003,10,4,12,30.1,-52.8,hurricane,3.0,105,956,250,67,1,KATE,AL162003,2003-10-04 12:00:00,2003-10-04 12:00:00,269.0,13.0,255.0,45.0,447.0,126.0,1654.0
               Joan,1988,10,20,0,11.3,-79.3,hurricane,3.0,105,956,261,72,1,JOAN,AL111988,1988-10-20 00:00:00,1988-10-20 00:00:00,290.0,50.0,81.0,67.0,591.0,156.0,188.0
               Jose,2017,9,18,60,32.7,-71.4,hurricane,1.0,75,974,320,80,0,JOSE,AL122017,2017-09-18 06:00:00,2017-09-18 06:00:00,270.0,20.0,299.0,55.0,508.0,108.0,514.0
               Jose,2017,9,11,60,24.3,-68.6,hurricane,2.0,90,968,220,45,0,JOSE,AL122017,2017-09-11 06:00:00,2017-09-11 06:00:00,290.0,58.0,214.0,56.0,542.0,153.0,534.0
               Gert,1993,9,20,60,21.1,-95.0,hurricane,1.0,65,982,220,55,0,GERT,AL081993,1993-09-20 06:00:00,1993-09-20 06:00:00,294.0,37.0,102.0,74.0,631.0,124.0,203.0
           Danielle,1998,8,30,0,25.9,-71.4,hurricane,1.0,65,987,209,58,0,DANIELLE,AL041998,1998-08-30 00:00:00,1998-08-30 00:00:00,290.0,41.0,35.0,49.0,520.0,120.0,535.0
               Ivan,1998,9,26,60,39.2,-36.3,hurricane,1.0,80,975,599,169,0,IVAN,AL091998,1998-09-26 06:00:00,1998-09-26 06:00:00,230.0,0.0,306.0,46.0,436.0,43.0,1594.0
             Gustav,2008,8,26,18,18.1,-72.8,hurricane,1.0,70,992,75,15,0,GUSTAV,AL072008,2008-08-26 18:00:00,2008-08-26 18:00:00,290.0,81.0,114.0,65.0,590.0,145.0,6.0
             Gordon,2006,9,17,60,32.4,-53.7,hurricane,1.0,65,987,190,40,0,GORDON,AL082006,2006-09-17 06:00:00,2006-09-17 06:00:00,271.0,4.0,130.0,56.0,463.0,102.0,1566.0
               Fred,2015,8,31,60,15.3,-22.5,hurricane,1.0,70,989,130,25,0,FRED,AL062015,2015-08-31 06:00:00,2015-08-31 06:00:00,270.0,8.0,80.0,65.0,590.0,100.0,537.0
